,date,Farenheit,clouds_all,weather_description
2404,2019-05-02,54.64954545,90,mist
2405,2019-05-03,52.70186047,75,light rain
2406,2019-05-04,57.69035714,90,mist
2407,2019-05-05,55.08733333,75,broken clouds
2408,2019-05-06,56.28548387,90,heavy intensity rain
2409,2019-05-07,60.16958333,75,light rain
2410,2019-05-08,61.50689655,75,broken clouds
2411,2019-05-09,55.18416667,40,heavy intensity rain
2412,2019-05-10,61.25692308,90,overcast clouds
2413,2019-05-11,63.42153846,75,light rain
2414,2019-05-12,49.58133333,90,light rain
2415,2019-13-05,44.58016393,90,light rain
2416,2019-14-05,46.87617021,90,moderate rain
2417,2019-15-05,51.90625,90,moderate rain
2418,2019-16-05,61.16925926,20,few clouds
2419,2019-17-05,65.275,1,sky is clear
2420,2019-18-05,65.99407407,1,sky is clear
2421,2019-19-05,66.65416667,1,sky is clear
2422,2019-20-05,73.09454545,1,sky is clear
2423,2019-21-05,66.555,1,sky is clear
2424,2019-22-05,63.76625,1,sky is clear
2425,2019-23-05,62.30612903,1,sky is clear
2426,2019-24-05,68.9232,1,sky is clear
2427,2019-25-05,63.01,1,sky is clear
2428,2019-26-05,70.5562963,40,scattered clouds
2429,2019-27-05,72.0744,20,moderate rain
2430,2019-28-05,65.4575,20,few clouds
2431,2019-29-05,65.79292683,1,sky is clear
2432,2019-30-05,59.89509434,90,heavy intensity rain
2433,2019-31-05,66.12222222,90,heavy intensity rain
2434,2019-06-01,69.93458333,40,scattered clouds
2435,2019-06-02,71.208,75,broken clouds
2436,2019-06-03,65.00333333,75,moderate rain
2437,2019-06-04,60.9525,1,sky is clear
2438,2019-06-05,70.01125,75,broken clouds
2439,2019-06-06,75.09107143,90,overcast clouds
2440,2019-06-07,72.224,75,broken clouds
2441,2019-06-08,69.22333333,75,fog
2442,2019-06-09,67.04583333,75,broken clouds
2443,2019-06-10,64.01361702,75,broken clouds
2444,2019-06-11,68.97042553,90,light rain
2445,2019-06-12,66.6,20,few clouds
2446,2019-13-06,61.582,75,broken clouds
2447,2019-14-06,63.72413793,75,broken clouds
2448,2019-15-06,69.9044,20,few clouds
2449,2019-16-06,72.73931034,75,broken clouds
2450,2019-17-06,72.06576923,90,light rain
2451,2019-18-06,69.72617021,75,broken clouds
2452,2019-19-06,67.80090909,90,moderate rain
2453,2019-20-06,69.05132353,90,light rain
2454,2019-21-06,70.44972222,75,moderate rain
2455,2019-22-06,71.18083333,1,sky is clear
2456,2019-23-06,73.12375,1,sky is clear
2457,2019-24-06,73.47541667,1,sky is clear
2458,2019-25-06,74.51,68,broken clouds
2459,2019-26-06,78.354,90,light rain
2460,2019-27-06,80.17291667,1,clear sky
2461,2019-28-06,79.655,1,clear sky
2462,2019-29-06,80.26464286,20,few clouds
2463,2019-30-06,76.12875,1,clear sky
2464,2019-07-01,74.47875,1,clear sky
2465,2019-07-02,77.38875,1,clear sky
2466,2019-07-03,79.20346154,1,clear sky
2467,2019-07-04,78.94896552,75,light rain
2468,2019-07-05,76.10758621,75,broken clouds
2469,2019-07-06,80.54896552,75,broken clouds
2470,2019-07-07,77.13866667,90,moderate rain
2471,2019-07-08,71.6253125,40,scattered clouds
2472,2019-07-09,75.4056,40,light rain
2473,2019-07-10,79.10041667,1,clear sky
2474,2019-07-11,77.46542857,1,light rain
2475,2019-07-12,76.33606061,90,moderate rain
2476,2019-13-07,77.49583333,20,few clouds
2477,2019-14-07,80.77541667,1,clear sky
2478,2019-15-07,77.905,1,clear sky
2479,2019-16-07,79.59,1,clear sky
2480,2019-17-07,84.44416667,75,broken clouds
2481,2019-18-07,75.54040816,90,thunderstorm
2482,2019-19-07,77.233,90,light rain
2483,2019-20-07,87.87833333,1,clear sky
2484,2019-21-07,88.94333333,1,clear sky
2485,2019-22-07,81.31805556,1,light rain
2486,2019-23-07,70.85727273,90,heavy intensity rain
2487,2019-24-07,72.49172414,90,shower rain
2488,2019-25-07,75.41875,40,scattered clouds
2489,2019-26-07,76.31166667,1,light rain
2490,2019-27-07,77.05875,1,clear sky
2491,2019-28-07,79.62375,1,clear sky
2492,2019-29-07,81.772,20,few clouds
2493,2019-30-07,84.23,1,clear sky
2494,2019-31-07,78.72655172,1,clear sky
2495,2019-08-01,76.05923077,1,light rain
2496,2019-08-02,77.23208333,75,broken clouds
2497,2019-08-03,77.34583333,1,clear sky
2498,2019-08-04,76.96466667,40,scattered clouds
2499,2019-08-05,75.3792,90,heavy intensity rain
2500,2019-08-06,75.03677419,1,clear sky
2501,2019-08-07,75.00777778,1,clear sky
2502,2019-08-08,73.69,90,moderate rain
2503,2019-08-09,75.22310345,75,shower rain
2504,2019-08-10,72.87208333,75,shower rain
2505,2019-08-11,71.145,20,few clouds
2506,2019-08-12,73.79125,1,clear sky
2507,2019-13-08,75.63730769,1,clear sky
2508,2019-14-08,75.17131579,20,few clouds
2509,2019-15-08,74.722,40,mist
2510,2019-16-08,73.1675,20,few clouds
2511,2019-17-08,77.43521739,1,clear sky
2512,2019-18-08,78.47142857,20,few clouds
2513,2019-19-08,78.84296296,20,light rain
2514,2019-20-08,79.21083333,40,light rain
2515,2019-21-08,79.50137931,1,clear sky
2516,2019-22-08,79.78791667,40,moderate rain
2517,2019-23-08,70.94738095,1,thunderstorm with heavy rain
2518,2019-24-08,68.54916667,1,clear sky
2519,2019-25-08,68.4325,75,broken clouds
2520,2019-26-08,66.30166667,75,broken clouds
2521,2019-27-08,66.06166667,75,broken clouds
2522,2019-28-08,70.56108108,75,broken clouds
2523,2019-29-08,72.8044,90,moderate rain
2524,2019-30-08,72.97333333,1,clear sky
2525,2019-31-08,74.33666667,1,clear sky
2526,2019-09-01,69.5475,1,clear sky
2527,2019-09-02,71.35583333,75,broken clouds
2528,2019-09-03,72.7016,1,clear sky
2529,2019-09-04,74.92192308,1,clear sky
2530,2019-09-05,70.415,20,shower rain
2531,2019-09-06,63.41176471,1,clear sky
2532,2019-09-07,63.52862069,90,light rain
2533,2019-09-08,67.46083333,40,scattered clouds
2534,2019-09-09,69.7475,75,smoke
2535,2019-09-10,69.68185185,75,broken clouds
2536,2019-09-11,75.28791667,40,scattered clouds
2537,2019-09-12,75.37103448,40,scattered clouds
2538,2019-13-09,63.76870968,90,heavy intensity rain
2539,2019-14-09,67.1025,75,broken clouds
2540,2019-15-09,72.61148148,90,light rain
2541,2019-16-09,70.20375,40,scattered clouds
2542,2019-17-09,68.26916667,75,broken clouds
2543,2019-18-09,62.8,5,clear sky
2544,2019-19-09,59.40375,1,clear sky
2545,2019-20-09,62.596,1,clear sky
2546,2019-21-09,69.05166667,1,clear sky
2547,2019-22-09,70.9888,1,clear sky
2548,2019-23-09,77.36,1,clear sky
2549,2019-24-09,72.185,90,overcast clouds
2550,2019-25-09,66.205,1,clear sky
2551,2019-26-09,67.5964,1,clear sky
2552,2019-27-09,62.5530303,1,clear sky
2553,2019-28-09,69.16708333,1,clear sky
2554,2019-29-09,72.99083333,90,overcast clouds
2555,2019-30-09,64.546,1,clear sky
2556,2019-10-01,68.4484,90,overcast clouds
2557,2019-10-02,78.05423077,40,scattered clouds
2558,2019-10-03,56.3920339,90,moderate rain
2559,2019-10-04,58.4895,90,light rain
2560,2019-10-05,51.22833333,1,clear sky
2561,2019-10-06,60.19708333,1,clear sky
2562,2019-10-07,70.76666667,90,light rain
2563,2019-10-08,60.35918919,90,moderate rain
2564,2019-10-09,55.51432432,1,clear sky
2565,2019-10-10,58.24307692,20,light rain
2566,2019-10-11,59.42916667,90,overcast clouds
2567,2019-10-12,59.61333333,90,overcast clouds
2568,2019-13-10,58.34125,20,few clouds
2569,2019-14-10,62.20208333,90,overcast clouds
2570,2019-15-10,56.785,1,clear sky
2571,2019-16-10,57.92833333,1,clear sky
2572,2019-17-10,55.50655172,90,heavy intensity rain
2573,2019-18-10,53.38625,75,broken clouds
2574,2019-19-10,49.05041667,1,clear sky
2575,2019-20-10,51.28580645,1,clear sky
2576,2019-21-10,55.3021875,90,moderate rain
2577,2019-22-10,56.84315789,1,clear sky
2578,2019-23-10,60.28166667,90,moderate rain
2579,2019-24-10,54.91,1,clear sky
2580,2019-25-10,54.79833333,1,clear sky
2581,2019-26-10,57.60125,1,clear sky
2582,2019-27-10,59.81777778,75,light rain
2583,2019-28-10,57.9424,40,mist
2584,2019-29-10,56.57584906,90,overcast clouds
2585,2019-30-10,59.46909091,90,light rain
2586,2019-31-10,63.95446429,90,mist
2587,2019-11-01,56.35518519,90,light rain
2588,2019-11-02,43.92541667,1,clear sky
2589,2019-11-03,45.51625,90,overcast clouds
2590,2019-11-04,44.86416667,1,clear sky
2591,2019-11-05,52.34708333,1,clear sky
2592,2019-11-06,49.13708333,1,clear sky
2593,2019-11-07,46.948,1,squalls
2594,2019-11-08,38.6724,90,light rain
2595,2019-11-09,31.16125,1,clear sky
2596,2019-11-10,38.88333333,75,broken clouds
2597,2019-11-11,47.45625,20,few clouds
2598,2019-11-12,44.84625,1,clear sky
2599,2019-13-11,27.07125,20,few clouds
2600,2019-14-11,31.23708333,1,clear sky
2601,2019-15-11,39.75166667,1,light rain
2602,2019-16-11,37.81041667,1,clear sky
2603,2019-17-11,34.05,1,clear sky
2604,2019-18-11,38.80533333,90,overcast clouds
2605,2019-19-11,41.442,90,light rain
2606,2019-20-11,42.21,75,broken clouds
